"ID"	"ETA"	"AGE"	"GENDER"	"STUDY"	"STUDYAGE"	"TRUEETA"	"STUDYETA"	"ZETA"	"W"	"Z1"	"Z2"	"Z3"	"Z4"	"BIN_1"	"BIN_2"	"BIN_3"	"BIN_4"	"BIN_5"	"BIN_6"	"BIN_7"	"BIN_8"	"BIN_9"	"BIN_10"	"BIN_11"	"BIN_12"
100287	-0.096	-1	-1	1	-1	0.4600836302	0.4600836302	0.1200836302	1.206014697	12.305169397	13.578627576	9.7492249583	10.793031556	1	1	0	0	0	0	0	1	1	0	0	0
100288	0.337	-2	1	1	-2	0.4425587898	0.4425587898	0.3025587898	-0.05646437	13.869815136	9.4771093398	10.912380006	10.836360648	1	0	1	0	1	0	0	0	1	1	0	0
100289	1.333	-1	1	1	-1	0.7207553955	0.7207553955	0.3807553955	-0.388040261	10.809320034	9.648237655	8.5989471776	10.870299074	1	1	1	1	0	1	0	1	1	1	0	1
100290	-0.806	0	1	1	0	-0.896269202	-0.896269202	-1.436269202	-1.399435204	11.385505795	9.181683967	10.215557736	8.9925048677	0	0	0	0	0	0	1	0	0	0	0	0
100291	0.963	-1	1	1	-1	1.266036876	1.266036876	0.926036876	1.2124301191	10.335779024	9.3198547654	6.4659736847	13.629396021	1	1	1	0	1	0	0	1	0	0	1	1
100292	-1.124	-2	-1	1	-2	-0.661264826	-0.661264826	-0.801264826	0.0127029147	9.6140332979	4.4445620757	9.705447321	7.7994595889	0	0	0	0	0	0	1	0	0	0	0	0
100293	-0.488	-1	1	1	-1	-1.309417362	-1.309417362	-1.649417362	-1.261797085	8.4133002011	11.801055339	10.520374811	6.6675429735	0	0	0	0	0	0	1	0	1	0	0	0
100294	-0.13	-1	-1	1	-1	-0.523378276	-0.523378276	-0.863378276	-0.78961132	11.298064203	9.9069568476	7.3215824588	6.4317876905	0	1	0	1	0	0	0	1	0	0	0	0
100295	-0.336	-2	1	1	-2	0.2357978784	0.2357978784	0.0957978784	0.2093704663	10.419809631	6.9247008655	8.1105140543	9.295713006	0	0	1	0	0	0	1	1	0	0	0	0
100296	0.422	-2	1	1	-2	0.4223153231	0.4223153231	0.2823153231	0.472370784	6.1471619148	6.6279061366	6.6053904044	8.5303229898	1	1	1	0	0	0	0	1	1	1	0	0
100297	0.001	1	1	1	1	-0.104769183	-0.104769183	-0.844769183	-1.059518894	5.2489965523	12.741454976	10.084357692	6.1670770577	1	0	0	0	0	0	0	1	0	1	0	0
100298	0.211	-1	1	1	-1	0.5201837123	0.5201837123	0.1801837123	-0.440478555	15.192681339	6.9570463849	6.4723585264	8.1983223589	0	1	1	0	0	0	0	0	1	1	0	0
100299	0.762	-2	1	1	-2	0.6908667988	0.6908667988	0.5508667988	0.6906532154	11.409102559	6.236711688	8.1299511566	15.332714894	1	1	1	1	1	0	1	0	0	0	1	0
100300	0.571	0	-1	1	0	0.6594127547	0.6594127547	0.1194127547	0.393601064	12.103611718	9.6390567465	10.32488753	10.940706337	0	1	0	1	1	0	0	0	1	0	1	0
100301	-0.174	0	-1	1	0	-0.25563763	-0.25563763	-0.79563763	0.2575314663	11.474348954	6.3664675342	6.0850476366	5.9309606468	0	0	1	0	1	0	1	0	0	0	0	0
100302	-0.844	-2	1	1	-2	0.16844425	0.16844425	0.02844425	-0.593977095	11.474193365	10.349644699	5.377714924	11.067558119	0	0	1	0	0	0	0	0	0	0	0	0
100303	-0.468	-2	-1	1	-2	-0.061078482	-0.061078482	-0.201078482	0.1428322072	14.941787384	7.1507706339	8.3725088734	6.7324420321	0	1	0	0	1	0	0	0	0	0	0	0
100304	0.407	-3	-1	1	-3	0.2404311679	0.2404311679	0.3004311679	0.2726430958	11.170859567	9.3928475702	12.33854305	8.2091672891	0	1	1	1	0	0	1	1	1	1	0	0
100305	-0.24	-2	1	1	-2	0.0685163355	0.0685163355	-0.071483665	0.6456365246	9.7521325638	7.0670409221	10.492105308	15.690854853	1	0	1	0	0	0	0	0	0	1	0	0
100306	0.181	-1	1	1	-1	0.4892635752	0.4892635752	0.1492635752	-1.141471828	9.1958530786	7.1837194068	7.4274197734	9.4931882896	0	0	1	1	0	0	1	0	1	0	0	0
100307	0.073	-1	1	1	-1	0.3304965786	0.3304965786	-0.009503421	-0.181728152	11.273936259	10.075529459	10.159845633	9.6331021362	0	0	1	0	0	0	0	0	0	1	1	0
100308	-0.234	-1	-1	1	-1	-0.143969474	-0.143969474	-0.483969474	1.4187036833	9.7781676583	8.849573532	9.7805467802	11.608266209	1	0	0	0	1	0	0	1	0	0	0	0
100309	0.857	-3	1	1	-3	1.1457864596	1.1457864596	1.2057864596	-0.582888684	12.777397094	13.909786924	9.9873874613	5.9601823033	0	1	1	1	1	1	0	1	0	0	1	0
100310	-0.493	-2	-1	1	-2	0.0982133124	0.0982133124	-0.041786688	-0.459237309	10.833281022	7.3154748616	9.8869860914	5.8690463982	0	0	0	0	0	0	0	0	1	0	1	0
100311	0.222	-1	1	1	-1	0.4723579656	0.4723579656	0.1323579656	0.7432382334	10.120923348	7.6940139242	7.0107756026	10.31088445	1	1	1	1	0	0	0	0	0	0	0	0
100312	-0.918	0	-1	1	0	0.0031397009	0.0031397009	-0.536860299	0.8293119532	8.366685257	5.6888974422	6.8507849238	6.8258153593	0	0	0	0	0	0	1	0	0	0	0	0
100313	1.891	1	-1	1	1	1.0926451604	1.0926451604	0.3526451604	0.5438080992	14.282064067	6.9421862451	11.060469933	9.852307316	1	1	1	1	1	1	0	1	1	0	1	1
100314	-0.444	0	1	1	0	0.1043880358	0.1043880358	-0.435611964	-2.13557867	8.1410587379	13.298673537	11.959675687	7.927610196	0	0	0	0	0	0	1	1	0	0	0	0
100315	-0.881	-4	1	1	-4	-0.728622331	-0.728622331	-0.468622331	-0.165577517	6.7431177807	4.7839479113	6.5072010062	6.1160331227	0	0	0	0	0	0	0	1	1	0	0	0
100316	0.241	-1	-1	1	-1	0.2405978135	0.2405978135	-0.099402186	0.0003561151	14.390621769	9.8060803829	5.7265685634	6.5095442501	1	0	0	1	1	0	1	1	0	0	0	0
100317	-0.046	-1	-1	1	-1	-0.176306488	-0.176306488	-0.516306488	1.3981781315	10.732564398	10.486667108	8.8307342149	6.1853095496	1	1	0	0	1	0	1	0	0	0	0	0
100318	-0.35	-2	-1	1	-2	0.4899671224	0.4899671224	0.3499671224	-0.712554995	7.3239416242	8.7195959071	9.8138890639	9.5619976605	0	0	1	1	0	0	1	0	0	0	0	0
100319	-1.194	0	-1	1	0	-1.727523969	-1.727523969	-2.267523969	-1.71360269	13.666623271	4.5307836259	7.5300940865	5.9377149606	0	0	0	0	0	0	0	0	0	0	0	0
100320	2.045	0	-1	1	0	2.3857500757	2.3857500757	1.8457500757	1.0456602788	11.465191981	13.011345814	13.75536122	10.886813167	1	1	1	1	1	1	1	0	1	1	1	1
100321	-0.89	-1	1	1	-1	-0.425767615	-0.425767615	-0.765767615	-0.824065787	12.026308562	9.2547860074	8.995845624	11.544190846	1	0	0	0	0	0	0	0	0	0	0	0
100322	0.328	-3	1	1	-3	0.5135387171	0.5135387171	0.5735387171	0.3953816914	10.650175796	11.988204323	11.372882289	7.9649769813	1	1	1	0	0	0	1	1	0	0	0	1
100323	-0.491	-2	1	1	-2	-0.131917632	-0.131917632	-0.271917632	0.6667425724	9.8121740379	7.2928442944	10.461135324	9.7936186637	0	0	1	0	0	0	0	0	1	0	0	0
100324	1.555	2	-1	1	2	2.1895342422	2.1895342422	1.2495342422	1.4022527698	12.37297754	14.308542088	11.926102433	14.599697336	1	1	1	1	1	1	0	1	0	1	1	0
100325	1.121	1	1	1	1	1.0913082203	1.0913082203	0.3513082203	0.0652059446	8.4433917745	11.405030477	2.042364043	13.627092596	0	1	1	0	0	1	1	0	0	1	1	1
100326	0.298	-2	1	1	-2	0.0037943379	0.0037943379	-0.136205662	0.050564206	6.4936209971	7.0963123256	8.4462577638	7.9609771078	0	1	0	0	0	1	0	1	0	0	1	0
100327	-1.006	-2	1	1	-2	-0.945580455	-0.945580455	-1.085580455	1.0671687562	9.5243397639	7.0693558625	9.5402589021	5.0258062629	0	0	0	0	0	0	1	0	0	0	0	0
100328	-0.604	1	1	1	1	-0.048882061	-0.048882061	-0.788882061	-0.503204057	13.336679073	9.4401695131	7.5482893635	14.1506785	0	0	1	0	0	0	0	0	0	0	0	0
100329	-0.311	-2	1	1	-2	-0.183726558	-0.183726558	-0.323726558	-0.969159644	10.819546905	11.137121134	10.336325143	7.0744354965	0	0	1	0	0	0	1	0	1	0	0	0
100330	-1.332	-1	-1	1	-1	-2.491634829	-2.491634829	-2.831634829	-1.171239914	10.442624842	4.4106580795	8.9085021154	4.7647478886	0	0	0	0	0	0	0	0	0	0	0	0
100331	0.231	-1	1	1	-1	0.048976498	0.048976498	-0.291023502	0.0333829338	7.455328571	8.1125884357	6.432413208	12.009082874	0	0	1	0	1	0	0	1	1	0	0	0
100332	1.454	-1	-1	1	-1	1.1665343563	1.1665343563	0.8265343563	0.9222682159	6.2271814018	6.9248085457	8.0892787287	13.101804095	1	1	0	1	1	0	1	1	1	1	1	1
100333	1.884	0	-1	1	0	2.6600987359	2.6600987359	2.1200987359	0.8931309977	12.772749744	12.30763622	9.870261684	12.656064387	0	1	1	1	1	1	0	1	1	1	1	1
100334	0.111	-2	1	1	-2	0.0425395219	0.0425395219	-0.097460478	0.6618074447	12.556157607	11.816128551	6.9860345594	7.6919848678	0	1	0	0	1	0	1	0	1	0	0	0
100335	-0.374	-2	-1	1	-2	0.1065860351	0.1065860351	-0.033413965	-0.848105383	10.963414904	6.7027283997	7.1200813614	7.8425928089	1	1	0	0	0	0	0	0	0	1	0	0
100336	0.248	0	-1	1	0	0.6985376501	0.6985376501	0.1585376501	1.2083765194	10.023660672	8.0656450599	14.067692877	8.3922917498	0	1	0	0	1	0	1	0	0	0	0	1
100337	0.366	-1	-1	1	-1	1.0282240572	1.0282240572	0.6882240572	0.6982293618	10.193385206	12.578036792	5.3453648881	9.0437196718	1	0	0	0	1	0	1	1	1	1	0	0
100338	0.032	-2	-1	1	-2	-0.137245569	-0.137245569	-0.277245569	-0.079904766	7.6497385438	5.2293250255	11.457210317	9.8556823393	0	1	0	0	1	1	1	0	0	0	0	0
100339	-0.626	-2	1	1	-2	-0.253102281	-0.253102281	-0.393102281	-0.997634764	6.7886009109	9.4215171907	7.1823705873	6.5032577817	0	0	1	0	0	0	1	0	0	0	0	0
100340	0.648	0	1	1	0	0.4969039585	0.4969039585	-0.043096042	-1.419556829	10.580363866	8.5621391853	13.266189408	5.0755832545	1	1	1	0	0	0	0	1	1	0	1	0
100341	1.102	-2	1	1	-2	1.0403849535	1.0403849535	0.9003849535	0.3027135332	10.070718608	7.7143042089	7.7221765484	10.980344494	0	0	1	1	1	0	1	1	0	1	1	1
100342	-0.052	-1	-1	1	-1	0.8131691908	0.8131691908	0.4731691908	-0.716159762	10.416028855	12.743699978	9.9630577473	6.2147443439	1	1	0	0	1	0	1	0	0	0	0	0
100343	0.899	-1	1	1	-1	0.3733135156	0.3733135156	0.0333135156	0.1149585809	10.934356554	7.8915760368	10.77490804	11.571782781	0	0	1	0	1	1	1	1	1	0	1	0
100344	0.702	1	-1	1	1	0.2577112565	0.2577112565	-0.482288744	1.6715636917	10.251541238	10.087497601	10.001448021	14.913808194	1	1	0	1	1	1	1	0	0	0	0	0
100345	-0.48	-1	1	1	-1	-0.251591863	-0.251591863	-0.591591863	-1.45355173	9.261600853	3.7888657864	9.1908836386	6.3170614421	1	0	1	0	0	0	0	0	0	0	0	0
100346	0.566	0	-1	1	0	0.8556306626	0.8556306626	0.3156306626	-0.439373286	8.8510932934	6.2008325423	11.325504943	7.4276419291	1	1	0	1	1	0	0	0	0	0	0	1
100347	-1.074	0	1	1	0	-0.841022798	-0.841022798	-1.381022798	-0.200633646	10.454122507	7.0919215764	6.8492236762	9.2311073289	0	0	0	0	0	0	0	0	0	0	0	0
100348	1.005	-1	1	1	-1	0.8952707546	0.8952707546	0.5552707546	0.5001368705	9.4656628747	9.8353814322	8.8026452023	7.2979645948	1	1	1	1	1	0	1	1	0	0	0	1
100349	0.837	-3	-1	1	-3	1.0646030659	1.0646030659	1.1246030659	1.0059016702	12.904577762	2.4670169886	9.7782104255	7.8533175228	0	1	1	0	1	0	0	1	1	1	1	1
100350	0.483	-1	1	1	-1	0.1110751139	0.1110751139	-0.228924886	-1.718231898	14.288275415	7.9448999429	9.3892152788	10.402816848	0	0	1	1	0	0	1	0	1	0	1	0
100351	0.278	-2	-1	1	-2	0.5742757283	0.5742757283	0.4342757283	-0.042456813	6.803768533	6.2259010219	10.323731243	8.8448225558	0	1	0	0	1	0	1	0	1	0	0	1
100352	0.767	-2	1	1	-2	0.8799733678	0.8799733678	0.7399733678	-0.214344628	12.387763282	7.7158025633	12.612372485	8.4847637549	0	1	1	0	1	0	0	0	1	0	1	1
100353	1.143	-2	1	1	-2	1.1169091819	1.1169091819	0.9769091819	-0.672344221	10.673355014	10.376615713	11.352102125	8.9605339595	1	1	1	1	0	1	1	0	1	1	0	1
100354	1.008	-2	1	1	-2	0.6621082901	0.6621082901	0.5221082901	-1.448098494	10.075494912	1.8402180756	9.3592981677	8.6254567426	1	0	1	1	1	1	0	1	1	1	0	0
100355	-0.232	-2	1	1	-2	0.2066570231	0.2066570231	0.0666570231	0.6367545884	10.144218606	7.5842735687	9.4563399976	11.1056699	1	0	1	0	0	0	0	0	0	1	0	0
100356	-1.124	-3	1	1	-3	-0.555078133	-0.555078133	-0.495078133	0.3734573892	12.154949577	9.5612806194	11.211218052	6.239743959	1	0	0	0	0	0	0	0	0	0	0	0
100357	0.435	-2	1	1	-2	0.1415968442	0.1415968442	0.0015968442	0.84978058	5.5773360234	11.496670812	7.8261984614	5.4172372476	1	1	1	0	0	1	1	1	0	0	0	0
100358	0.302	-1	1	1	-1	-0.267105761	-0.267105761	-0.607105761	-0.444338455	6.968795331	8.8662746419	9.422611168	9.6500716608	1	0	1	1	0	0	1	1	0	0	0	0
100359	0.728	0	1	1	0	0.6284362997	0.6284362997	0.0884362997	0.991175843	12.342824679	14.204636826	12.863727935	10.625056477	0	0	1	0	1	1	1	1	1	0	0	0
100360	-1.017	-3	1	1	-3	0.1635646943	0.1635646943	0.2235646943	0.8319388745	8.5168812534	7.7624215027	8.7311045368	5.255265963	0	0	1	0	0	0	0	0	0	0	0	0
100361	-0.362	0	1	1	0	-0.13954318	-0.13954318	-0.67954318	-0.446978077	10.054231202	10.973629011	10.814131667	8.5530380621	1	1	0	0	0	0	0	0	0	0	0	0
100362	-0.549	-3	1	1	-3	0.006135988	0.006135988	0.066135988	0.305237434	13.14575494	10.041963465	10.011263358	4.0087073123	1	0	0	0	0	0	1	0	1	0	0	0
100363	-0.097	1	1	1	1	0.5027851207	0.5027851207	-0.237214879	0.7762640002	10.887986584	11.998018393	9.1157074154	17.082067759	1	0	1	0	0	0	0	1	0	0	0	0
100364	-0.269	0	1	1	0	0.2910400285	0.2910400285	-0.248959971	0.5456965601	13.703720487	11.868979078	10.918641557	12.434021693	0	1	1	0	0	0	0	0	0	0	0	0
100365	0.304	-1	1	1	-1	0.6276795924	0.6276795924	0.2876795924	1.8006780379	11.145944813	6.880729686	12.181685016	13.959293242	1	0	1	0	1	0	1	1	0	0	0	0
100366	-0.254	-2	1	1	-2	0.0257431934	0.0257431934	-0.114256807	-0.451731292	10.939699473	9.4976219334	6.1938451292	10.211598207	0	0	1	0	0	0	1	0	0	1	0	0
100367	1.464	-1	-1	1	-1	1.7459538207	1.7459538207	1.4059538207	0.3331389589	12.967439609	9.3300478958	14.765361639	11.253414586	1	1	1	1	1	0	1	0	1	1	1	1
100368	0.482	0	1	1	0	0.3883937945	0.3883937945	-0.151606205	-1.237523211	9.5777894929	9.127003067	11.305048687	10.657311506	1	1	1	0	0	0	1	1	1	0	0	0
100369	-0.325	0	1	1	0	0.1252010698	0.1252010698	-0.41479893	-0.029516542	9.6913890228	9.9136791742	9.9383366572	14.088816032	0	0	1	0	0	0	0	1	0	0	0	0
100370	-0.649	-3	1	1	-3	-0.777302284	-0.777302284	-0.717302284	0.2884079976	7.175854133	10.835597603	12.016244825	8.9321287308	0	0	1	0	0	0	0	0	1	0	0	0
100371	-0.304	-3	1	1	-3	0.1314066501	0.1314066501	0.1914066501	-0.043608874	12.906797096	3.0453841298	7.6161541455	6.9140395971	1	0	0	0	1	0	0	1	0	0	0	0
100372	-1.133	-3	-1	1	-3	-1.053643037	-1.053643037	-0.993643037	0.2183364398	6.5807055043	11.754464973	10.263710246	5.3577675435	0	0	0	0	0	0	0	1	0	0	0	0
100373	-0.133	0	1	1	0	0.7191386994	0.7191386994	0.1791386994	1.533355149	11.155363638	7.6000197537	13.928616405	10.699647781	0	0	1	0	1	0	0	0	0	0	0	0
100374	1.378	-2	1	1	-2	1.3589068492	1.3589068492	1.2189068492	1.5348126381	13.611259219	9.8218534007	6.7904462823	15.066106345	1	1	1	1	1	1	1	1	0	1	0	1
100375	1.594	-2	1	1	-2	1.3964206077	1.3964206077	1.2564206077	1.889281218	10.755908441	11.682441857	7.8507720929	14.130449382	1	1	1	1	1	1	0	0	1	1	1	1
100376	0.368	-1	1	1	-1	-0.132906739	-0.132906739	-0.472906739	0.0600011268	9.9623511457	10.719380358	6.6639487691	10.970376328	0	0	1	0	1	0	1	1	1	0	0	0
100377	0.976	0	1	1	0	0.5843486638	0.5843486638	0.0443486638	0.9556819503	9.2480134874	12.011376136	10.129787895	14.333383168	1	1	1	1	0	1	1	0	0	0	0	1
100378	1.979	1	-1	1	1	2.468070547	2.468070547	1.728070547	0.2060615485	11.995057181	13.950268564	15.294436451	9.2796969682	1	1	1	1	1	1	1	1	1	1	0	1
100379	-0.654	-1	1	1	-1	-1.201449172	-1.201449172	-1.541449172	-0.540567181	9.3459107082	6.1879313966	9.7340904169	7.842506121	0	0	0	0	0	0	0	0	0	1	0	0
100380	0.595	-2	1	1	-2	0.8899266347	0.8899266347	0.7499266347	0.9609297651	8.6938464612	9.155335613	10.710728059	6.624143918	0	0	1	1	0	0	1	0	1	1	1	0
100381	0.107	-2	-1	1	-2	0.0376664911	0.0376664911	-0.102333509	-1.896529498	11.367687848	9.2280434311	11.436608569	2.3346929274	0	1	1	0	1	0	1	1	0	0	0	0
100382	-0.725	-2	-1	1	-2	-0.450806039	-0.450806039	-0.590806039	1.0776940123	9.9222077489	6.7773290875	7.2676777519	8.5753061522	0	1	0	0	0	0	1	0	0	0	0	0
100383	-0.293	0	1	1	0	-0.081521775	-0.081521775	-0.621521775	-0.953155194	9.3610357128	10.423714165	13.509203106	6.249184439	0	0	1	0	0	0	0	0	1	0	0	0
100384	0.193	-2	1	1	-2	-0.062648976	-0.062648976	-0.202648976	-0.733972731	13.599522425	8.3072948139	7.1532745973	12.689011132	0	0	1	0	0	0	0	1	1	0	0	1
100385	-0.318	-2	1	1	-2	-0.809480354	-0.809480354	-0.949480354	-0.276306882	11.531630134	8.7444998071	9.3646750999	5.6064955324	1	0	1	0	0	0	0	1	0	0	0	0
100386	0.491	-3	1	1	-3	0.6876471634	0.6876471634	0.7476471634	2.4628390327	14.048613411	4.8679751325	10.229269884	9.1524157966	0	1	1	0	1	0	1	0	0	1	1	0
100387	-0.853	-2	1	1	-2	-0.457478448	-0.457478448	-0.597478448	0.6579274353	9.4213832602	5.4034927198	9.2626459861	9.2838955336	0	0	1	0	0	0	0	0	0	0	0	0
100388	1.425	0	-1	1	0	1.1115855286	1.1115855286	0.5715855286	-1.285736986	15.488251505	7.8271265599	9.5263614179	11.086380515	1	0	1	1	1	1	1	0	1	0	1	1
100389	0.371	-1	1	1	-1	0.1863677849	0.1863677849	-0.153632215	0.5706008077	9.7024728366	8.6805185915	9.0224815536	7.4192313754	0	0	1	1	1	0	0	0	1	0	0	0
100390	1.963	0	1	1	0	1.6626379513	1.6626379513	1.1226379513	-0.644884482	10.807057055	11.714057502	11.753510585	9.3531416092	0	1	1	1	1	1	0	1	1	1	1	1
100391	-1.186	-3	1	1	-3	-1.015971741	-1.015971741	-0.955971741	0.5582867286	5.6041227939	7.3164899924	5.415075159	9.3721352128	0	0	0	0	0	0	1	0	0	0	0	0
100392	-0.149	-2	1	1	-2	0.909544126	0.909544126	0.769544126	2.2154657899	7.2857165993	10.079381863	9.6562644675	11.516884261	1	0	1	0	0	0	1	1	0	0	0	0
100393	0.163	0	-1	1	0	0.0990860154	0.0990860154	-0.440913985	0.0398212575	11.45103173	11.356788925	4.769499135	7.3476402007	0	1	1	0	0	1	0	1	0	0	0	0
100394	-0.209	-2	-1	1	-2	-0.127310305	-0.127310305	-0.267310305	0.002506088	7.4666369436	6.3012073168	7.8927966526	3.9301007516	0	1	0	0	1	0	0	0	1	0	0	0
100395	-0.327	-2	1	1	-2	0.1634097931	0.1634097931	0.0234097931	-0.586056213	13.87542015	11.688020889	8.8320081947	8.390810153	0	0	1	1	0	0	0	0	0	0	0	0
100396	-0.605	-2	1	1	-2	-0.1089502	-0.1089502	-0.2489502	-0.635686157	10.523580342	8.6009370688	8.8115127343	6.9302515441	0	0	0	0	0	1	0	0	0	0	0	0
100397	-0.321	0	1	1	0	0.1290580407	0.1290580407	-0.410941959	0.6133114436	9.5585504218	13.214759414	10.145867892	9.4294570381	0	0	1	0	0	0	0	1	0	0	0	0
100398	-0.738	-2	-1	1	-2	-0.298698531	-0.298698531	-0.438698531	-0.253683558	8.2484964283	5.7240028173	9.8536506858	7.0481675523	1	0	0	0	0	0	0	0	1	0	0	0
100399	-1.639	-4	1	1	-4	-0.3150001	-0.3150001	-0.0550001	-0.979702763	7.9131382341	5.6455204172	9.0827130241	8.379436192	0	0	0	0	0	0	0	0	0	0	0	0
100400	1.909	0	1	1	0	1.8357039722	1.8357039722	1.2957039722	1.0469262385	12.546236532	9.1489722771	11.006271292	11.411984459	1	1	1	0	1	1	1	1	1	1	1	1
100401	1.659	0	1	1	0	1.2616531365	1.2616531365	0.7216531365	0.4699783978	12.515457235	12.049367732	11.163508873	7.9253008299	1	1	0	1	1	1	0	0	1	1	1	1
100402	1.606	0	-1	1	0	1.2155521331	1.2155521331	0.6755521331	-0.227052427	10.825204322	10.959202664	7.7303244356	8.8620864716	1	1	1	1	1	0	1	0	1	1	1	1
100403	-0.651	0	1	1	0	0.1107609367	0.1107609367	-0.429239063	-0.599838292	10.93089755	9.9797790674	9.5546175113	6.9164054349	0	0	1	0	0	0	0	0	0	0	0	0
100404	1.531	-1	1	1	-1	1.5709295035	1.5709295035	1.2309295035	0.1306915547	5.9563540541	8.2750798061	12.482799569	10.702709643	1	1	1	1	0	1	1	1	0	1	1	1
100405	0.648	0	-1	1	0	0.4839238912	0.4839238912	-0.056076109	-0.939921423	10.467404872	5.9683768985	9.3038441268	6.4600263105	1	1	0	0	1	1	1	0	0	0	1	0
100406	0.676	-1	-1	1	-1	0.3900406642	0.3900406642	0.0500406642	1.0378197542	8.7143642476	8.8043892277	10.074977772	9.6568657797	1	1	1	1	1	0	1	0	0	1	0	0
100407	0.542	-1	1	1	-1	-0.002538158	-0.002538158	-0.342538158	0.4285169547	7.4989360944	12.50215402	4.0240903902	9.861466487	1	0	1	0	0	1	1	0	1	1	0	0
100408	-0.895	-1	1	1	-1	-0.640943531	-0.640943531	-0.980943531	-2.780262237	9.5416620339	6.5806319277	9.9121864918	5.8358734139	0	0	0	0	0	0	1	0	0	0	0	0
100409	1.619	-1	1	1	-1	1.7343515173	1.7343515173	1.3943515173	-0.600974613	7.5880945435	12.681581977	15.696865524	13.108359025	1	1	1	1	1	1	1	0	1	0	1	1
100410	-1.332	-2	-1	1	-2	-0.847188571	-0.847188571	-0.987188571	-0.706209672	6.1318887383	6.8730218081	7.4627467068	5.7744268171	0	0	0	0	0	0	0	0	0	0	0	0
100411	0.238	-1	-1	1	-1	0.3624440802	0.3624440802	0.0224440802	-0.136807196	8.5789428801	6.9296614883	8.3314311695	13.528109289	1	1	1	0	1	0	0	0	1	0	0	0
100412	0.301	0	1	1	0	0.5258964495	0.5258964495	-0.014103551	-0.497810177	8.7129996207	9.1874024389	6.2448312213	12.399120234	1	0	1	0	0	0	1	1	0	1	0	0
100413	-0.122	0	1	1	0	-0.219005639	-0.219005639	-0.759005639	1.0157070729	10.460922532	9.6568448481	7.618006698	8.2513435929	0	0	0	0	1	0	0	0	1	0	0	0
100414	-0.426	0	1	1	0	-0.230624335	-0.230624335	-0.770624335	-0.016828959	10.081497133	16.092991433	8.5991861974	10.818280861	0	0	1	0	0	0	1	0	0	0	0	0
100415	-0.264	-2	1	1	-2	0.1818730138	0.1818730138	0.0418730138	0.0442529759	8.3844524594	9.3951859716	13.533758355	6.6944178167	0	0	1	0	0	0	1	0	0	1	0	0
100416	-0.359	-3	-1	1	-3	0.5835873613	0.5835873613	0.6435873613	-0.821682231	10.82231667	10.287247889	8.9364689276	10.403825091	0	1	1	0	0	1	0	0	0	0	0	0
100417	2.095	1	-1	1	1	1.4954287227	1.4954287227	0.7554287227	-0.697317756	11.88990297	8.7720272613	13.195091135	6.6220815638	1	1	1	1	1	1	1	1	1	0	1	1
100418	0.55	0	-1	1	0	0.5089890019	0.5089890019	-0.031010998	-0.929766268	11.245617947	5.7033413576	7.0592997965	10.442775225	0	1	1	0	1	0	0	0	0	1	0	1
100419	-0.341	-2	1	1	-2	0.1598895878	0.1598895878	0.0198895878	-0.97551949	7.497582034	13.484837385	8.3735042514	10.670675905	0	0	0	0	1	0	0	1	0	0	0	0
100420	0.849	1	1	1	1	0.70534566	0.70534566	-0.03465434	1.2460770641	12.087835905	13.906446333	9.627708988	11.557736263	0	1	1	1	0	0	0	1	1	0	1	0
100421	-0.369	-1	-1	1	-1	0.1469972182	0.1469972182	-0.193002782	0.1760077883	14.91427688	7.3800068692	11.308262921	9.5133601702	0	1	1	0	0	0	1	0	0	0	0	0
100422	-0.15	-2	1	1	-2	0.0671213688	0.0671213688	-0.072878631	0.4989572424	12.584855327	11.075002202	13.971781014	10.823996912	0	0	0	0	1	0	1	0	1	0	0	0
100423	1.221	0	1	1	0	0.8865652606	0.8865652606	0.3465652606	-0.623458755	12.860004507	8.5738718805	11.497674563	11.623993849	0	1	0	1	1	0	1	1	1	1	0	1
100424	2.154	0	1	1	0	2.3797822203	2.3797822203	1.8397822203	0.9234378954	10.329451604	12.584424055	11.777629963	8.7626392387	0	1	1	1	1	1	1	1	1	1	1	1
100425	-0.359	-1	-1	1	-1	-0.293775622	-0.293775622	-0.633775622	-0.407052949	7.6667613056	8.7949863803	7.6165705757	7.8262712852	0	1	0	0	0	0	0	0	0	0	1	0
100426	0.939	1	1	1	1	1.1268810853	1.1268810853	0.3868810853	0.5302338932	7.8510615796	12.726934629	14.616240964	13.379978257	1	1	1	0	1	0	1	0	1	0	0	1
100427	0.416	-1	1	1	-1	0.3087013731	0.3087013731	-0.031298627	-0.541369635	12.36627325	12.793084042	13.146161991	8.0327390529	1	1	1	0	0	0	1	1	1	0	0	0
100428	0.199	1	1	1	1	0.1608964479	0.1608964479	-0.579103552	-1.310980255	13.528767938	10.906262082	8.1374204947	7.1471941731	0	1	1	0	0	0	0	0	0	0	1	0
100429	-0.266	-3	1	1	-3	-0.494134559	-0.494134559	-0.434134559	-0.93267421	5.6414350947	13.044129441	8.6150145262	6.585543501	0	0	1	0	0	0	1	0	0	0	0	1
100430	-0.122	-2	1	1	-2	-0.472894854	-0.472894854	-0.612894854	-1.050705809	12.426260001	6.3062143303	5.8150068728	6.9592943133	0	0	1	0	0	0	1	0	0	0	0	1
100431	-1.17	-1	1	1	-1	-1.489879254	-1.489879254	-1.829879254	-0.654789376	9.2693849296	7.9484491964	6.393226937	0.9226752287	0	0	0	0	0	0	0	0	0	0	0	0
